,LotArea,Street,Alley,LandSlope,Condition2,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageCars,PavedDrive,ScreenPorch,SaleCondition,SalePrice
0,-0.20714170777431132,1,0,0,3,0,7,5,1.0509937888999856,0.8786680880058696,3,2,2,4,3,0.5754248369676035,-0.2886528311122454,-0.9445906057378156,-0.4593025408311876,4,1,-0.7934337933349002,1.1618515874685553,0.3703334392167798,1,0,2,1,1,3,7,0,2,2,-0.2702083542015609,4,0.5600675987929602
1,-0.09188637231949037,1,0,0,3,0,6,8,0.15673371079690998,-0.4295769652193609,2,2,1,4,3,1.171992119373828,-0.2886528311122454,-0.6412279930944917,0.4664649160883461,4,1,0.25714042978945445,-0.7951632272572445,-0.48251191458524123,0,1,2,0,1,2,7,1,2,2,-0.2702083542015609,4,0.21276441340456573
2,0.07347997855047012,1,0,0,3,0,7,5,0.9847523016330911,0.8302145675160463,3,2,2,4,3,0.09290718208021594,-0.2886528311122454,-0.3016429789415173,-0.3133687545187488,4,1,-0.6278260340246571,1.1893506246778172,0.5150125617367655,1,0,2,1,1,3,7,1,2,2,-0.2702083542015609,4,0.7340464494981442
3,-0.09689747386100432,1,0,0,3,0,7,5,-1.8636316508433721,-0.720298088158301,2,2,0,3,4,-0.49927357619066876,-0.2886528311122454,-0.06166956894008201,-0.6873240819443732,3,1,-0.5217335632165325,0.9372761169262505,0.3836591478699364,1,0,1,0,1,3,7,1,3,2,-0.2702083542015609,0,-0.437381964844249
4,0.37514829134961014,1,0,0,3,0,8,5,0.9516315579996439,0.7333075265363995,3,2,2,4,3,0.4635684715164364,-0.2886528311122454,-0.17486457365774016,0.1996797129859189,4,1,-0.045611255199583686,1.6178772878554806,1.299325699608267,1,0,2,1,1,3,7,1,3,2,-0.2702083542015609,4,1.0146507113777186
5,0.3606160968792197,1,0,0,3,0,5,5,0.7197863525655132,0.4910399240872828,2,2,5,4,3,0.632449650727022,-0.2886528311122454,-1.1392860138521876,-0.596115465499099,4,1,-0.9486910676882531,0.5018746944462716,-0.2921446481115758,1,0,1,1,1,2,7,0,2,2,-0.2702083542015609,4,-0.3842855242015807
6,-0.04337890939763529,1,0,0,3,0,8,5,1.084114532533433,0.9755751289855163,3,2,2,5,3,2.029557587832776,-0.2886528311122454,-0.5665192899808374,1.4332762504082532,4,1,1.3749928051335953,-0.7951632272572445,0.33987467658099335,1,0,2,0,1,3,7,1,2,2,-0.2702083542015609,4,1.5289985468950482
7,-0.013512744210212127,1,0,0,3,0,7,6,0.05737147989656824,-0.5749375266888309,2,2,1,4,3,0.9109939333211048,-0.09022046788626462,-0.7951731995105069,0.11303152736290836,4,1,-0.14394086229004052,1.45746623746812,1.0937290518167084,1,0,2,1,1,2,7,2,2,2,-0.2702083542015609,4,0.4558349256634382
8,-0.44065903960886155,1,0,0,3,0,7,5,-1.3336997527082162,-1.689368497954768,2,2,0,3,3,-0.9730181828073765,-0.2886528311122454,0.8710572699334213,-0.2404018613625294,3,1,-0.3638886676239571,0.9281097711898298,0.49216848975992566,0,0,2,0,2,2,6,2,2,2,-0.2702083542015609,0,-0.6248968096694356
9,-0.31037039952949874,1,0,0,1,1,5,6,-1.0687338036406382,-1.689368497954768,2,2,0,3,3,0.8934478367797453,-0.2886528311122454,-0.9672296066813473,-0.151473460328387,4,1,-0.22156949946671697,-0.7951632272572445,-0.8346913575615222,1,0,1,0,2,2,7,2,1,2,-0.2702083542015609,4,-0.8655095792474985
